transport,vehicle_type,vehicle_monthly_distance_km,frequency_of_traveling_by_air,region,heating_energy_source,how_long_tv_pc_daily_hour,how_long_internet_daily_hour,diet,monthly_grocery_bill,how_many_new_clothes_monthly,waste_bag_size,waste_bag_weekly_count,recycling,cooking_with,grid_factor,grocery_factor,household_size,country,carbon_emission_kgco2e_month
public,none,1058.4,often,mixed,wood,2.0,7.5,omnivore,166.9,2,large,5,['glass'],"['stove', 'oven', 'microwave', 'grill']",0.21741,0.44,1,uk,877.4
private,diesel,1672.5,never,mixed,electricity,4.0,5.0,vegetarian,5000.0,1,medium,1,['paper'],"['stove', 'microwave']",0.67013,0.11,2,india,963.6
public,none,35.7,never,mixed,natural gas,3.5,2.5,omnivore,1711.0,3,large,7,['glass'],['none'],0.67013,0.11,2,india,687.8
private,petrol,740.4,often,mixed,wood,6.0,9.0,omnivore,940.1,2,small,3,['plastic'],"['oven', 'microwave', 'airfryer']",0.3844,0.36,1,us,931.0
public,none,38.0,rarely,mixed,electricity,2.5,6.0,omnivore,1309.0,1,extra large,5,['none'],['oven'],0.67013,0.11,2,india,664.6
private,petrol,306.0,rarely,mixed,electricity,5.0,5.0,omnivore,200.1,2,medium,3,['plastic'],['oven'],0.3844,0.36,3,us,459.1
public,none,76.8,never,renewable_heavy,natural gas,1.0,6.0,vegetarian,1369.2,1,large,6,"['paper', 'plastic', 'metal']","['oven', 'microwave']",0.147,0.11,1,india,629.3
public,none,274.2,never,renewable_heavy,natural gas,7.0,1.0,omnivore,2149.9,1,medium,6,"['paper', 'plastic', 'glass']","['stove', 'oven', 'microwave']",0.147,0.11,4,india,605.1
public,none,58.8,often,renewable_heavy,natural gas,4.0,1.0,omnivore,464.4,1,small,2,"['paper', 'plastic', 'glass']",['stove'],0.085,0.36,2,us,657.8
private,petrol,261.5,never,mixed,electricity,3.5,3.0,omnivore,1359.9,1,medium,1,['none'],['microwave'],0.67013,0.11,2,india,485.6
private,petrol,153.1,rarely,mixed,electricity,4.5,7.0,vegan,278.3,6,small,1,"['plastic', 'glass']","['stove', 'oven', 'microwave']",0.21741,0.44,3,uk,388.4
private,petrol,142.7,rarely,mixed,natural gas,5.0,3.5,omnivore,2115.9,4,small,1,"['paper', 'plastic', 'metal', 'glass']","['oven', 'microwave']",0.67013,0.11,3,india,681.6
private,electric,250.3,rarely,mixed,electricity,3.0,4.0,omnivore,283.3,1,medium,1,"['paper', 'plastic', 'metal']","['stove', 'oven', 'microwave']",0.3844,0.36,3,us,435.0
private,petrol,39.0,often,mixed,natural gas,8.0,10.0,omnivore,1512.5,1,medium,6,['plastic'],"['stove', 'oven']",0.67013,0.11,2,india,749.0
private,none,316.5,never,mixed,electricity,7.0,1.0,omnivore,197.3,2,small,2,['none'],"['stove', 'microwave']",0.21741,0.44,3,uk,369.1
private,petrol,136.7,rarely,mixed,electricity,0.5,7.5,vegan,553.4,5,extra large,3,"['paper', 'plastic', 'glass']",['microwave'],0.21741,0.44,2,uk,625.3
private,none,45.0,rarely,mixed,natural gas,4.5,2.0,omnivore,952.5,1,small,1,"['paper', 'metal']","['stove', 'microwave']",0.67013,0.11,2,india,467.9
private,petrol,334.1,never,renewable_heavy,natural gas,3.5,7.5,omnivore,370.9,0,large,2,['none'],"['stove', 'oven', 'grill']",0.085,0.36,4,us,454.1
private,petrol,103.5,often,mixed,natural gas,0.0,3.0,omnivore,2643.3,2,medium,3,"['paper', 'plastic']",['microwave'],0.67013,0.11,2,india,826.3
public,none,172.8,rarely,mixed,wood,4.5,4.5,vegetarian,615.2,1,large,2,['metal'],['grill'],0.3844,0.36,2,us,489.3
private,petrol,243.3,rarely,renewable_heavy,electricity,2.5,2.5,vegetarian,1056.1,9,extra large,1,['plastic'],['microwave'],0.147,0.11,1,india,587.9
private,petrol,170.4,never,mixed,natural gas,4.0,1.5,omnivore,678.8,1,medium,4,"['paper', 'metal']","['stove', 'airfryer']",0.3844,0.36,4,us,571.2
private,petrol,176.0,rarely,mixed,electricity,5.0,2.0,vegetarian,2564.8,1,medium,4,['metal'],"['stove', 'oven', 'microwave', 'airfryer']",0.67013,0.11,3,india,634.6
public,none,308.0,never,mixed,natural gas,6.0,4.5,omnivore,522.8,1,medium,2,['none'],['stove'],0.21741,0.44,4,uk,516.6
public,none,141.5,never,renewable_heavy,natural gas,5.0,3.5,omnivore,416.5,1,extra large,1,['none'],"['stove', 'oven']",0.085,0.36,10,us,433.1
private,diesel,455.1,very frequently,renewable_heavy,wood,0.0,2.0,vegetarian,567.8,2,small,4,['paper'],"['stove', 'oven', 'grill']",0.085,0.36,1,us,861.3
private,petrol,508.9,rarely,mixed,electricity,4.0,6.0,vegan,2769.9,1,medium,3,['glass'],"['stove', 'oven', 'microwave']",0.67013,0.11,4,india,613.7
public,none,107.0,rarely,mixed,natural gas,0.0,0.0,vegetarian,5000.0,4,medium,6,['none'],['microwave'],0.67013,0.11,3,india,921.8
public,none,109.5,very frequently,mixed,electricity,1.5,5.5,vegetarian,774.4,15,large,1,['none'],"['stove', 'airfryer']",0.67013,0.11,2,india,991.4
private,petrol,318.3,never,mixed,natural gas,9.0,3.5,vegetarian,457.1,1,small,7,"['paper', 'metal', 'glass']","['stove', 'microwave']",0.21741,0.44,6,uk,367.6
private,petrol,818.2,never,renewable_heavy,natural gas,4.5,6.5,omnivore,544.0,0,medium,2,"['paper', 'plastic', 'metal', 'glass']","['stove', 'airfryer']",0.048,0.44,1,uk,586.0
private,diesel,486.6,often,mixed,natural gas,0.0,8.5,omnivore,2350.9,1,medium,9,['plastic'],"['stove', 'oven', 'airfryer']",0.67013,0.11,1,india,1063.5
public,none,80.8,never,renewable_heavy,natural gas,4.0,3.5,omnivore,636.6,1,large,2,['plastic'],"['oven', 'microwave']",0.048,0.44,1,uk,652.8
private,petrol,139.4,often,renewable_heavy,natural gas,9.5,4.0,omnivore,755.3,3,small,3,['none'],['stove'],0.085,0.36,3,us,772.0
public,none,86.9,rarely,mixed,electricity,3.0,6.5,omnivore,2433.1,2,large,1,"['plastic', 'glass']","['stove', 'oven']",0.67013,0.11,4,india,696.5
public,none,680.1,never,renewable_heavy,natural gas,0.0,5.0,vegetarian,422.0,2,small,2,['none'],['stove'],0.085,0.36,2,us,366.6
public,none,265.5,rarely,mixed,natural gas,4.0,7.0,omnivore,644.3,1,large,2,"['plastic', 'glass']","['stove', 'microwave']",0.67013,0.11,2,india,482.9
walk/bicycle,none,73.6,rarely,mixed,electricity,9.5,3.0,vegetarian,5000.0,1,medium,3,['none'],"['stove', 'oven']",0.67013,0.11,2,india,901.9
private,petrol,122.3,never,renewable_heavy,wood,3.0,6.5,omnivore,125.6,4,extra large,2,['plastic'],['stove'],0.085,0.36,1,us,570.2
public,none,77.5,often,mixed,electricity,8.0,5.5,omnivore,2883.4,4,small,2,['none'],"['stove', 'oven', 'microwave']",0.67013,0.11,4,india,866.6
public,none,126.5,never,renewable_heavy,electricity,4.0,6.0,vegan,453.9,8,extra large,5,['none'],['stove'],0.048,0.44,2,uk,753.0
public,none,301.8,never,mixed,natural gas,10.0,4.0,omnivore,221.6,4,medium,2,"['plastic', 'metal']",['oven'],0.3844,0.36,1,us,524.0
private,petrol,103.8,rarely,mixed,electricity,4.0,4.0,omnivore,1306.5,2,small,2,"['paper', 'plastic', 'glass']","['oven', 'microwave']",0.21741,0.44,1,uk,1003.7
private,electric,197.1,rarely,renewable_heavy,natural gas,3.5,2.5,omnivore,756.8,1,extra large,3,['none'],['microwave'],0.085,0.36,1,us,773.0
walk/bicycle,none,239.6,never,mixed,wood,5.5,6.5,pescatarian,446.4,4,medium,3,"['paper', 'metal', 'glass']","['stove', 'microwave']",0.21741,0.44,1,uk,480.8
private,electric,32.5,rarely,mixed,natural gas,2.5,5.0,vegetarian,1012.3,2,small,2,"['plastic', 'metal']",['none'],0.67013,0.11,4,india,355.5
walk/bicycle,none,39.1,rarely,mixed,natural gas,3.5,5.0,vegetarian,1078.2,2,small,3,"['paper', 'plastic']","['stove', 'oven', 'microwave']",0.3844,0.36,6,us,667.2
private,petrol,117.8,never,mixed,wood,4.0,2.5,vegetarian,1119.5,2,medium,1,"['plastic', 'glass']","['stove', 'oven', 'microwave']",0.3844,0.36,1,us,704.3
private,diesel,81.3,often,mixed,electricity,8.5,6.5,omnivore,414.2,0,large,8,"['paper', 'plastic', 'glass']","['stove', 'airfryer']",0.21741,0.44,1,uk,1155.8
walk/bicycle,none,262.6,rarely,renewable_heavy,electricity,0.0,2.0,vegetarian,5000.0,3,medium,2,"['paper', 'metal']",['stove'],0.147,0.11,5,india,756.4
public,none,132.6,never,mixed,natural gas,1.5,6.5,vegetarian,521.9,1,large,1,['paper'],"['stove', 'oven', 'microwave', 'airfryer']",0.3844,0.36,1,us,403.1
private,petrol,345.6,never,mixed,natural gas,8.0,1.0,vegetarian,470.5,2,large,3,['none'],"['stove', 'oven', 'microwave', 'grill', 'airfryer']",0.21741,0.44,1,uk,614.0
private,diesel,284.4,often,mixed,natural gas,4.5,10.0,pescatarian,2004.3,2,medium,1,['paper'],['none'],0.67013,0.11,1,india,732.8
private,electric,393.5,never,mixed,electricity,1.5,12.0,vegetarian,572.2,1,extra large,2,['plastic'],"['stove', 'oven', 'airfryer']",0.21741,0.44,1,uk,579.9
private,hybrid,112.7,rarely,mixed,electricity,5.5,7.5,vegan,2810.1,3,small,5,['glass'],['stove'],0.67013,0.11,1,india,819.8
private,petrol,148.7,never,mixed,electricity,4.0,5.0,vegetarian,1535.6,9,large,2,['metal'],"['stove', 'oven', 'microwave', 'grill']",0.67013,0.11,2,india,609.3
private,diesel,1104.4,often,renewable_heavy,electricity,3.0,3.0,omnivore,244.0,1,large,2,['none'],"['stove', 'oven']",0.085,0.36,3,us,716.4
private,diesel,70.6,often,mixed,natural gas,2.0,2.5,vegetarian,408.4,1,medium,1,"['paper', 'plastic', 'metal', 'glass']",['microwave'],0.3844,0.36,3,us,508.7
private,electric,330.8,never,mixed,electricity,3.5,4.5,vegetarian,3043.0,1,small,3,['none'],['stove'],0.67013,0.11,1,india,742.9
walk/bicycle,none,450.4,never,renewable_heavy,electricity,0.0,6.5,omnivore,1847.2,2,medium,1,['paper'],"['stove', 'microwave']",0.147,0.11,5,india,431.5
public,none,277.8,never,mixed,electricity,3.0,5.0,vegetarian,1215.0,1,small,1,['none'],"['oven', 'microwave']",0.67013,0.11,3,india,306.0
private,diesel,405.5,very frequently,mixed,electricity,6.5,13.0,omnivore,355.7,1,small,3,"['paper', 'glass']",['none'],0.21741,0.44,1,uk,963.7
walk/bicycle,none,181.3,rarely,renewable_heavy,electricity,6.0,4.0,omnivore,193.9,1,medium,4,"['paper', 'glass']","['stove', 'oven']",0.048,0.44,1,uk,534.3
private,electric,280.0,very frequently,mixed,natural gas,3.0,4.0,omnivore,332.9,1,medium,2,['none'],['airfryer'],0.3844,0.36,1,us,894.9
private,petrol,221.5,rarely,mixed,wood,1.0,4.5,vegetarian,743.6,1,large,1,"['paper', 'plastic', 'glass']","['microwave', 'airfryer']",0.67013,0.11,1,india,384.2
private,petrol,51.0,often,mixed,natural gas,3.0,5.5,vegan,482.1,2,small,2,"['paper', 'glass']","['stove', 'oven', 'microwave']",0.3844,0.36,1,us,560.8
public,none,149.0,very frequently,renewable_heavy,electricity,0.0,3.0,omnivore,568.3,1,extra large,4,['none'],"['stove', 'oven', 'microwave']",0.048,0.44,4,uk,994.2
private,petrol,46.2,never,renewable_heavy,electricity,5.0,7.0,vegetarian,375.4,2,medium,3,['none'],['none'],0.048,0.44,1,uk,399.4
private,petrol,320.3,never,renewable_heavy,electricity,5.5,0.5,pescatarian,2511.7,1,medium,2,['none'],"['stove', 'microwave', 'airfryer']",0.147,0.11,2,india,515.4
walk/bicycle,none,221.6,never,renewable_heavy,natural gas,6.0,8.5,omnivore,2199.7,2,small,3,"['paper', 'metal']","['stove', 'grill', 'airfryer']",0.147,0.11,1,india,604.2
public,none,427.4,rarely,mixed,electricity,6.5,5.5,vegan,478.2,1,large,2,['none'],['airfryer'],0.21741,0.44,2,uk,451.2
public,none,65.1,rarely,mixed,electricity,6.0,4.0,omnivore,511.1,1,large,1,['none'],['oven'],0.21741,0.44,2,uk,597.1
public,none,198.1,very frequently,mixed,natural gas,4.5,8.5,omnivore,2830.0,5,small,6,['none'],"['stove', 'grill', 'airfryer']",0.67013,0.11,2,india,1199.6
public,none,204.3,often,renewable_heavy,natural gas,3.0,6.0,omnivore,691.9,1,medium,5,"['paper', 'plastic']","['stove', 'microwave']",0.048,0.44,3,uk,810.3
private,petrol,1108.2,never,renewable_heavy,electricity,3.0,3.0,vegetarian,826.1,1,medium,1,"['paper', 'plastic', 'metal']","['stove', 'oven']",0.147,0.11,2,india,432.0
public,none,152.3,often,mixed,natural gas,4.0,3.5,vegetarian,3078.6,2,extra large,3,['none'],['stove'],0.67013,0.11,1,india,1072.0
private,diesel,110.4,often,renewable_heavy,electricity,6.0,3.5,vegetarian,323.7,1,extra large,1,['none'],"['stove', 'oven']",0.048,0.44,1,uk,604.9
private,diesel,186.6,never,mixed,electricity,2.0,6.5,vegetarian,343.3,20,medium,6,"['paper', 'metal']","['stove', 'oven']",0.3844,0.36,8,us,669.8
walk/bicycle,none,801.5,often,mixed,natural gas,4.5,6.5,omnivore,153.9,0,medium,4,['metal'],"['oven', 'microwave']",0.3844,0.36,2,us,500.4
private,diesel,392.4,never,mixed,electricity,1.5,4.0,omnivore,152.6,1,medium,3,['none'],"['stove', 'oven']",0.21741,0.44,4,uk,403.2
private,diesel,326.2,rarely,renewable_heavy,electricity,5.0,5.5,vegetarian,276.9,15,medium,1,"['plastic', 'metal']",['stove'],0.048,0.44,1,uk,608.9
private,petrol,147.0,often,mixed,natural gas,2.5,13.5,vegetarian,1265.2,2,large,5,"['plastic', 'metal']","['stove', 'airfryer']",0.67013,0.11,1,india,872.4
public,none,148.7,never,mixed,electricity,8.5,2.0,omnivore,771.0,2,medium,3,['none'],['none'],0.3844,0.36,1,us,686.4
walk/bicycle,none,694.1,rarely,renewable_heavy,natural gas,3.5,4.5,vegetarian,547.4,0,medium,3,['none'],"['stove', 'microwave', 'grill']",0.048,0.44,3,uk,527.4
private,petrol,124.3,rarely,mixed,wood,4.5,6.5,vegan,1019.2,1,small,5,['none'],"['stove', 'oven', 'microwave', 'airfryer']",0.3844,0.36,2,us,652.5
private,petrol,115.8,rarely,mixed,electricity,1.0,8.5,omnivore,335.5,2,small,4,['paper'],"['stove', 'oven', 'microwave']",0.21741,0.44,3,uk,524.2
public,none,40.0,rarely,mixed,electricity,5.5,5.0,omnivore,639.1,0,small,1,['none'],"['stove', 'microwave']",0.3844,0.36,2,us,640.3
public,none,44.6,never,mixed,electricity,6.5,0.5,vegan,840.5,3,medium,5,['paper'],['stove'],0.67013,0.11,5,india,322.8
private,hybrid,504.4,never,mixed,electricity,2.0,9.0,omnivore,5000.0,1,medium,2,['plastic'],"['stove', 'oven']",0.67013,0.11,2,india,966.1
private,petrol,29.3,never,mixed,natural gas,4.0,8.0,omnivore,980.4,5,large,2,"['paper', 'plastic']","['microwave', 'airfryer']",0.21741,0.44,1,uk,949.8
private,petrol,772.3,never,renewable_heavy,electricity,2.0,4.5,omnivore,231.4,0,large,2,"['paper', 'metal']","['stove', 'oven']",0.048,0.44,1,uk,545.1
private,petrol,144.0,rarely,mixed,electricity,3.5,6.0,vegan,4821.1,3,medium,1,"['paper', 'plastic']","['stove', 'microwave', 'grill']",0.67013,0.11,5,india,743.7
public,none,252.6,rarely,mixed,natural gas,6.5,9.5,omnivore,1061.5,3,small,2,"['paper', 'plastic', 'metal']",['stove'],0.67013,0.11,3,india,487.5
private,diesel,471.4,never,renewable_heavy,natural gas,9.0,5.5,omnivore,252.0,1,medium,1,"['paper', 'plastic']","['stove', 'oven']",0.048,0.44,6,uk,470.1
public,none,105.4,rarely,mixed,wood,6.0,6.0,vegetarian,2008.8,3,extra large,1,['none'],['none'],0.67013,0.11,1,india,655.1
public,none,310.8,often,renewable_heavy,electricity,1.0,5.5,pescatarian,1233.9,1,medium,2,"['paper', 'plastic', 'metal']","['stove', 'oven']",0.147,0.11,2,india,474.2
public,none,72.2,never,renewable_heavy,natural gas,4.0,3.0,pescatarian,509.3,1,medium,4,"['paper', 'glass']","['stove', 'grill']",0.048,0.44,1,uk,514.4
public,none,101.8,never,renewable_heavy,electricity,6.0,4.0,omnivore,682.4,1,small,8,['paper'],['stove'],0.048,0.44,7,uk,569.0
private,none,268.8,rarely,mixed,natural gas,0.0,8.0,omnivore,167.2,1,medium,3,"['paper', 'glass']","['stove', 'oven', 'grill']",0.21741,0.44,3,uk,398.4
private,lpg,263.7,rarely,mixed,wood,5.0,3.5,vegetarian,475.9,2,medium,7,['none'],"['stove', 'oven']",0.3844,0.36,2,us,567.1
private,petrol,250.9,never,mixed,natural gas,4.5,7.5,vegan,1159.1,3,large,1,['none'],"['stove', 'oven']",0.67013,0.11,3,india,361.8
public,none,685.2,never,renewable_heavy,natural gas,9.5,4.5,vegetarian,424.6,1,large,7,['none'],['microwave'],0.048,0.44,1,uk,744.2
public,none,169.1,very frequently,renewable_heavy,natural gas,4.0,4.0,vegetarian,2354.3,3,large,2,['none'],['oven'],0.147,0.11,2,india,983.7
private,diesel,770.7,rarely,mixed,natural gas,8.0,9.5,omnivore,1407.5,2,large,9,"['paper', 'glass']","['stove', 'oven', 'grill']",0.67013,0.11,2,india,947.1
public,none,191.4,never,mixed,electricity,3.5,5.0,omnivore,333.5,2,medium,1,['none'],"['stove', 'oven', 'grill', 'airfryer']",0.21741,0.44,2,uk,468.2
private,petrol,312.0,rarely,mixed,natural gas,6.0,1.5,vegetarian,471.9,0,medium,5,['paper'],"['stove', 'microwave', 'airfryer']",0.3844,0.36,1,us,619.2
private,hybrid,350.6,rarely,mixed,wood,5.0,5.5,omnivore,250.6,1,medium,1,"['paper', 'plastic']",['microwave'],0.21741,0.44,1,uk,473.0
private,petrol,115.1,often,renewable_heavy,natural gas,8.5,0.0,omnivore,795.6,2,large,1,"['plastic', 'glass']","['microwave', 'grill']",0.147,0.11,1,india,664.3
walk/bicycle,none,219.0,very frequently,renewable_heavy,electricity,7.5,8.0,pescatarian,559.3,3,medium,9,"['plastic', 'metal', 'glass']","['stove', 'airfryer']",0.048,0.44,2,uk,993.9
private,petrol,49.0,never,mixed,electricity,3.0,1.0,pescatarian,680.4,5,medium,1,['metal'],"['stove', 'oven']",0.3844,0.36,2,us,481.5
private,diesel,199.8,often,renewable_heavy,natural gas,0.5,3.0,vegan,663.3,3,extra large,3,"['paper', 'plastic', 'glass']","['stove', 'oven', 'microwave']",0.085,0.36,2,us,784.9
public,none,193.1,often,mixed,electricity,6.5,9.5,omnivore,211.4,3,medium,1,['paper'],"['oven', 'airfryer']",0.21741,0.44,4,uk,608.1
private,petrol,294.1,never,mixed,electricity,8.5,4.5,vegetarian,1758.2,4,medium,3,['plastic'],"['stove', 'oven', 'microwave']",0.67013,0.11,2,india,589.3
private,none,162.2,often,mixed,electricity,0.5,7.0,omnivore,148.9,1,small,8,"['paper', 'plastic']","['stove', 'oven', 'microwave']",0.21741,0.44,3,uk,579.7
private,petrol,903.7,never,mixed,electricity,8.5,4.0,omnivore,1404.3,4,medium,3,"['paper', 'metal']","['stove', 'oven', 'microwave']",0.3844,0.36,3,us,1033.1
private,none,39.3,never,renewable_heavy,electricity,2.0,6.5,vegetarian,175.8,3,large,2,['paper'],"['stove', 'microwave']",0.048,0.44,1,uk,386.7
private,petrol,63.0,often,mixed,electricity,7.5,2.5,vegan,726.7,3,medium,2,"['plastic', 'glass']","['stove', 'oven', 'microwave']",0.21741,0.44,1,uk,796.9
private,petrol,76.6,never,mixed,wood,4.0,4.5,omnivore,290.9,2,large,2,['none'],['stove'],0.3844,0.36,5,us,442.9
public,none,174.8,often,mixed,electricity,7.5,1.5,vegetarian,2360.2,2,medium,3,['none'],"['stove', 'oven']",0.67013,0.11,2,india,775.0
public,none,89.9,rarely,mixed,electricity,5.0,5.5,vegetarian,1734.9,2,medium,3,['plastic'],"['stove', 'oven', 'microwave']",0.67013,0.11,1,india,632.0
walk/bicycle,none,63.2,rarely,mixed,electricity,7.0,7.0,omnivore,295.3,0,extra large,4,"['paper', 'plastic']","['stove', 'oven', 'grill', 'airfryer']",0.21741,0.44,1,uk,872.3
private,electric,115.1,rarely,mixed,natural gas,3.5,5.0,pescatarian,456.5,6,medium,2,['plastic'],"['stove', 'oven', 'microwave']",0.21741,0.44,1,uk,608.8
private,diesel,48.2,often,mixed,wood,1.0,5.5,omnivore,269.5,4,medium,4,"['paper', 'plastic', 'metal']","['stove', 'microwave']",0.21741,0.44,4,uk,646.9
private,lpg,251.4,never,mixed,natural gas,7.0,2.0,vegetarian,822.7,2,medium,1,"['paper', 'plastic', 'metal']","['stove', 'oven', 'microwave']",0.67013,0.11,3,india,352.1
private,diesel,238.9,never,renewable_heavy,natural gas,7.0,7.5,vegetarian,1824.1,3,medium,3,['none'],"['stove', 'oven', 'microwave']",0.147,0.11,2,india,545.3
private,diesel,57.9,often,mixed,electricity,3.5,7.5,vegan,673.8,1,medium,2,"['plastic', 'glass']","['stove', 'oven', 'microwave']",0.21741,0.44,1,uk,633.6
private,petrol,397.0,never,mixed,electricity,5.0,6.5,vegetarian,368.4,1,large,2,['glass'],"['stove', 'microwave']",0.21741,0.44,2,uk,440.9
public,none,54.6,rarely,mixed,natural gas,3.0,2.0,vegan,1191.5,1,large,3,['paper'],"['microwave', 'airfryer']",0.67013,0.11,3,india,357.8
public,none,111.5,never,mixed,electricity,1.0,7.5,omnivore,2040.3,1,medium,6,"['paper', 'glass']","['microwave', 'grill']",0.3844,0.36,1,us,1158.9
private,none,222.1,rarely,mixed,electricity,5.0,6.5,vegetarian,2007.3,2,small,2,['none'],"['oven', 'microwave', 'grill']",0.67013,0.11,2,india,479.7
walk/bicycle,none,192.3,never,mixed,electricity,6.0,4.0,vegetarian,279.3,0,small,3,"['paper', 'metal']",['stove'],0.3844,0.36,4,us,235.2
private,diesel,44.4,often,mixed,wood,3.5,5.0,omnivore,5000.0,0,small,3,"['paper', 'metal', 'glass']",['stove'],0.67013,0.11,1,india,1120.6
walk/bicycle,none,270.6,rarely,mixed,electricity,7.5,3.5,omnivore,770.7,0,extra large,1,['none'],"['oven', 'microwave', 'airfryer']",0.67013,0.11,2,india,480.7
public,none,173.7,rarely,mixed,wood,2.5,5.0,omnivore,1196.6,1,small,3,['none'],"['microwave', 'grill']",0.67013,0.11,1,india,523.1
private,diesel,997.3,never,renewable_heavy,natural gas,7.0,6.0,vegetarian,640.3,5,extra large,8,['paper'],"['stove', 'oven', 'microwave']",0.048,0.44,7,uk,723.4
private,hybrid,309.7,never,mixed,electricity,1.5,5.5,vegan,216.6,0,medium,4,['paper'],"['stove', 'microwave']",0.21741,0.44,2,uk,319.2
private,petrol,681.0,never,mixed,electricity,5.5,10.5,omnivore,545.6,3,medium,2,['paper'],"['stove', 'oven']",0.21741,0.44,1,uk,666.3
public,none,77.6,never,mixed,electricity,4.5,4.5,omnivore,714.8,1,large,2,['plastic'],['airfryer'],0.3844,0.36,3,us,617.9
private,lpg,43.8,rarely,mixed,electricity,6.5,5.0,vegetarian,1390.9,1,medium,2,['none'],"['stove', 'oven', 'microwave']",0.3844,0.36,4,us,780.7
public,none,597.7,rarely,mixed,electricity,5.0,1.5,omnivore,3585.2,2,small,4,['none'],"['stove', 'microwave', 'airfryer']",0.67013,0.11,5,india,798.8
private,diesel,248.0,very frequently,renewable_heavy,electricity,5.5,5.5,omnivore,346.6,2,small,3,"['plastic', 'metal']","['stove', 'oven']",0.085,0.36,2,us,848.9
walk/bicycle,none,939.5,rarely,mixed,natural gas,4.0,4.0,vegetarian,1332.7,3,large,1,"['paper', 'metal']","['stove', 'oven', 'microwave', 'airfryer']",0.67013,0.11,1,india,544.1
